pitcher_id,pitcher_name,pitch_type,count,pitch_percent,rhh_percent,lhh_percent,start_speed,max_start_speed,ivb,hb,release_pos_z,release_pos_x,extension,tj_stuff_plus
686747,Joe La Sorsa,ST,323,0.38636363636363635,0.3333333333333333,0.4430693069306931,78.3455108359133,82.1,1.420433436532507,-12.589783281733737,5.44409346808186,3.2531919759801617,6.3431924101955195,99.118120248802
701643,Grant Hartwig,ST,155,0.3808353808353808,0.48484848484848486,0.2822966507177033,83.2535483870968,85.7,5.230322580645164,-12.409677419354834,4.972307687568417,1.786498992226156,5.722184059636628,107.04176528102072
800049,Adam Mazur,FF,535,0.3123175715119673,0.21793275217932753,0.3956043956043956,94.06411214953266,96.9,17.4996261682243,3.334018691588787,6.1536464652755685,1.7037196385531896,5.987286672889815,99.51545551661482
683742,Jose Franco,FF,458,0.4989106753812636,0.4801762114537445,0.5172413793103449,95.3299126637554,98.0,15.076200873362444,10.19323144104803,5.929983765512993,0.922866296217458,6.371014251256894,96.40368545414577
686754,Ryan Jensen,SL,170,0.28716216216216217,0.37003058103975534,0.18490566037735848,88.10352941176468,91.0,1.231764705882353,-3.147647058823529,5.3903328788029645,1.150796577404983,6.571772976372237,105.94232860634521
622253,Dillon Tate,CH,120,0.19801980198019803,0.0660377358490566,0.34375,83.32999999999998,86.5,-3.403333333333333,12.586666666666664,5.1907770712316195,1.9920211078979058,6.228054204983263,94.63192101365182
570632,José Ureña,SI,75,0.1875,0.17727272727272728,0.2,96.25200000000001,98.0,7.726666666666667,15.927999999999995,5.774306203113133,2.5583867203295214,6.054136068888064,99.70327728246002
681252,Jack Anderson,FC,31,0.15897435897435896,0.21052631578947367,0.11,86.98064516129033,89.2,10.080645161290322,-3.9290322580645163,6.4102641430858744,0.09788944906509943,6.187761570963682,96.09791432460358
691739,Will Sanders,CH,66,0.047311827956989246,0.07845744680851063,0.01088646967340591,85.6560606060606,87.7,9.275757575757574,14.01666666666667,6.390659323252829,2.0018009444005203,6.425934250932931,91.49040923892997
693312,Kyle Nicolas,SI,5,0.008361204013377926,0.012084592145015106,0.003745318352059925,96.84,98.1,11.38,15.459999999999999,6.09145956103511,1.3678705422300268,6.809439245589552,106.90294338262693
681402,Gus Varland,CH,14,0.12727272727272726,0.0,0.35,91.16428571428571,92.3,5.857142857142857,12.664285714285713,5.285556897958759,1.3582717380399194,6.343331491618912,99.05993288715636
675195,Juan Mercedes,FC,180,0.17857142857142858,0.16883116883116883,0.18976545842217485,88.70277777777781,91.1,10.688888888888886,-2.216666666666667,6.144551715044137,1.386227072478141,5.779726840610061,98.46760891336784
666818,Luis Frías,FC,216,0.3333333333333333,0.34541062801932365,0.31196581196581197,89.52314814814817,93.3,7.7592592592592595,-2.6305555555555546,6.4152739976093125,1.3687829126291913,6.4930986600784015,100.62231285543676
669302,Logan Gilbert,FF,67,0.3785310734463277,0.37168141592920356,0.390625,95.60597014925372,97.6,16.2865671641791,11.120895522388059,5.666121607783776,1.187750223180674,7.401855048466088,102.98688825563134
801179,Yu-Min Lin,ST,370,0.1998919502971367,0.09930715935334873,0.4365942028985507,81.7683783783784,85.7,-2.8172972972972996,-9.768918918918914,5.444710021647274,2.0030612248911863,6.334389396221513,101.76288207556436
